experiment,feature_number,network,libraryID,manual check - Library,manual check - CANOPUS,conciseConsensusLibrary,conciseConsensusCanopus,conciseConsensusLevelLibrary,GnpsJobID,Mirror Plot verified?
dataset4,52001,-1,Spectral Match to Monoelaidin from NIST14,correct,correct,Lipids and lipid-like molecules;Glycerolipids;Monoradylglycerols,Lipids and lipid-like molecules,NA,a94feb20e4214375bf89dfbe2b28fbd4,
dataset4,7847,466,Spectral Match to Monoolein from NIST14,correct,correct,Lipids and lipid-like molecules;Fatty Acyls,Lipids and lipid-like molecules,class,a94feb20e4214375bf89dfbe2b28fbd4,
dataset2,2474,122,Spectral Match to Monopalmitolein (9c) from NIST14,correct,correct,Lipids and lipid-like molecules,Lipids and lipid-like molecules,superclass,89c9d8b0a49d467390b70dd337bc7015,
dataset2,3975,122,Spectral Match to Monopalmitolein (9c) from NIST14,correct,correct,Lipids and lipid-like molecules,Lipids and lipid-like molecules,superclass,89c9d8b0a49d467390b70dd337bc7015,
dataset2,5082,122,Spectral Match to Monopalmitolein (9c) from NIST14,correct,correct,Lipids and lipid-like molecules,Lipids and lipid-like molecules,superclass,89c9d8b0a49d467390b70dd337bc7015,
dataset2,9317,122,Spectral Match to Monopalmitolein (9c) from NIST14,correct,correct,Lipids and lipid-like molecules,Lipids and lipid-like molecules,superclass,89c9d8b0a49d467390b70dd337bc7015,
dataset4,5900,-1,Spectral Match to Monopalmitolein (9c) from NIST14,correct,correct,Lipids and lipid-like molecules;Glycerolipids;Monoradylglycerols,Lipids and lipid-like molecules,NA,a94feb20e4214375bf89dfbe2b28fbd4,
dataset4,6839,517,Spectral Match to Monopalmitolein (9c) from NIST14,correct,correct,Lipids and lipid-like molecules;Glycerolipids;Monoradylglycerols,Lipids and lipid-like molecules;Fatty Acyls;Fatty amides,subclass,a94feb20e4214375bf89dfbe2b28fbd4,
dataset4,16768,498,Spectral Match to Monopalmitolein (9c) from NIST14,correct,correct,Lipids and lipid-like molecules;Glycerolipids;Monoradylglycerols,Lipids and lipid-like molecules,subclass,a94feb20e4214375bf89dfbe2b28fbd4,
dataset4,19533,498,Spectral Match to Monopalmitolein (9c) from NIST14,correct,correct,Lipids and lipid-like molecules;Glycerolipids;Monoradylglycerols,Lipids and lipid-like molecules,subclass,a94feb20e4214375bf89dfbe2b28fbd4,
dataset4,32428,498,Spectral Match to Monopalmitolein (9c) from NIST14,correct,correct,Lipids and lipid-like molecules;Glycerolipids;Monoradylglycerols,Lipids and lipid-like molecules,subclass,a94feb20e4214375bf89dfbe2b28fbd4,
dataset4,37008,-1,Spectral Match to Monopalmitolein (9c) from NIST14,correct,correct,Lipids and lipid-like molecules;Glycerolipids;Monoradylglycerols,Lipids and lipid-like molecules,NA,a94feb20e4214375bf89dfbe2b28fbd4,
dataset1,2431,247,Spectral Match to N-Acetyl-D-glucosamine from NIST14,correct,correct,Carbohydrates and carbohydrate conjugates,Organic oxygen compounds,subclass,16616afa8edd490ea7e50cc316a20222,
dataset1,6543,247,Spectral Match to N-Acetyl-D-glucosamine from NIST14,correct,correct,Carbohydrates and carbohydrate conjugates,Organic oxygen compounds,subclass,16616afa8edd490ea7e50cc316a20222,
dataset1,2431,116,Spectral Match to N-Acetyl-D-glucosamine from NIST14,correct,NA,Carbohydrates and carbohydrate conjugates,NA,subclass,16616afa8edd490ea7e50cc316a20222,
dataset1,6543,116,Spectral Match to N-Acetyl-D-glucosamine from NIST14,correct,NA,Carbohydrates and carbohydrate conjugates,NA,subclass,16616afa8edd490ea7e50cc316a20222,
dataset4,2035,3092,Spectral Match to N.alpha.-Acetyl-L-lysine from NIST14,correct,correct,"Organic acids and derivatives;Carboxylic acids and derivatives;Amino acids, peptides, and analogues","Organic acids and derivatives;Carboxylic acids and derivatives;Amino acids, peptides, and analogues",subclass,a94feb20e4214375bf89dfbe2b28fbd4,
dataset1,286,245,Spectral Match to Nonaethylene glycol from NIST14,correct,correct,Ethers,Organooxygen compounds,subclass,16616afa8edd490ea7e50cc316a20222,
dataset1,2968,245,Spectral Match to Nonaethylene glycol from NIST14,correct,correct,Ethers,Organooxygen compounds,subclass,16616afa8edd490ea7e50cc316a20222,
dataset1,14673,245,Spectral Match to Nonaethylene glycol from NIST14,correct,correct,Ethers,Organooxygen compounds,subclass,16616afa8edd490ea7e50cc316a20222,
dataset1,286,160,Spectral Match to Nonaethylene glycol from NIST14,correct,NA,Ethers,NA,subclass,16616afa8edd490ea7e50cc316a20222,
dataset1,2968,160,Spectral Match to Nonaethylene glycol from NIST14,correct,NA,Ethers,NA,subclass,16616afa8edd490ea7e50cc316a20222,
dataset1,14673,160,Spectral Match to Nonaethylene glycol from NIST14,correct,NA,Ethers,NA,subclass,16616afa8edd490ea7e50cc316a20222,
dataset2,633,370,Spectral Match to Nonaethylene glycol from NIST14,correct,correct,Ethers,Ethers,subclass,89c9d8b0a49d467390b70dd337bc7015,
dataset2,3052,370,Spectral Match to Nonaethylene glycol from NIST14,correct,correct,Ethers,Ethers,subclass,89c9d8b0a49d467390b70dd337bc7015,
dataset2,9889,370,Spectral Match to Nonaethylene glycol from NIST14,correct,correct,Ethers,Ethers,subclass,89c9d8b0a49d467390b70dd337bc7015,
dataset1,3,112,Spectral Match to Palmitamide from NIST14,correct,correct,Fatty amides,Fatty amides,subclass,16616afa8edd490ea7e50cc316a20222,
dataset1,688,-1,Spectral Match to Palmitamide from NIST14,correct,NA,Fatty amides,NA,NA,16616afa8edd490ea7e50cc316a20222,
dataset1,3,609,Spectral Match to Palmitamide from NIST14,correct,NA,Fatty amides,NA,subclass,16616afa8edd490ea7e50cc316a20222,
dataset4,10303,466,Spectral Match to Palmitelaidic acid from NIST14,correct,correct,Lipids and lipid-like molecules;Fatty Acyls,Lipids and lipid-like molecules,class,a94feb20e4214375bf89dfbe2b28fbd4,
dataset4,10475,466,Spectral Match to Palmitelaidic acid from NIST14,correct,correct,Lipids and lipid-like molecules;Fatty Acyls,Lipids and lipid-like molecules,class,a94feb20e4214375bf89dfbe2b28fbd4,
dataset4,12244,466,Spectral Match to Palmitelaidic acid from NIST14,correct,correct,Lipids and lipid-like molecules;Fatty Acyls,Lipids and lipid-like molecules,class,a94feb20e4214375bf89dfbe2b28fbd4,
dataset4,23443,466,Spectral Match to Palmitelaidic acid from NIST14,correct,correct,Lipids and lipid-like molecules;Fatty Acyls,Lipids and lipid-like molecules,class,a94feb20e4214375bf89dfbe2b28fbd4,
dataset2,9466,-1,Spectral Match to Phe-Pro from NIST14,correct,NA,"Amino acids, peptides, and analogues",NA,NA,89c9d8b0a49d467390b70dd337bc7015,
dataset4,10272,-1,Spectral Match to Pinolenic acid from NIST14,correct,correct,Lipids and lipid-like molecules;Fatty Acyls;Lineolic acids and derivatives,Lipids and lipid-like molecules,NA,a94feb20e4214375bf89dfbe2b28fbd4,
dataset4,10800,416,Spectral Match to Pinolenic acid from NIST14,correct,correct,Lipids and lipid-like molecules;Fatty Acyls;Lineolic acids and derivatives,Lipids and lipid-like molecules;Fatty Acyls,subclass,a94feb20e4214375bf89dfbe2b28fbd4,
dataset4,12825,-1,Spectral Match to Pinolenic acid from NIST14,correct,correct,Lipids and lipid-like molecules;Fatty Acyls;Lineolic acids and derivatives,Lipids and lipid-like molecules,NA,a94feb20e4214375bf89dfbe2b28fbd4,
dataset4,13635,-1,Spectral Match to Pinolenic acid from NIST14,correct,correct,Lipids and lipid-like molecules;Fatty Acyls;Lineolic acids and derivatives,Lipids and lipid-like molecules,NA,a94feb20e4214375bf89dfbe2b28fbd4,
dataset4,22807,-1,Spectral Match to Pinolenic acid from NIST14,correct,correct,Lipids and lipid-like molecules;Fatty Acyls;Lineolic acids and derivatives,Lipids and lipid-like molecules,NA,a94feb20e4214375bf89dfbe2b28fbd4,
dataset2,2384,1156,"Spectral Match to Propanoic acid, 3,3'-thiobis-, didodecyl ester from NIST14",correct,correct,Dicarboxylic acids and derivatives,Dicarboxylic acids and derivatives,subclass,89c9d8b0a49d467390b70dd337bc7015,
dataset2,5938,1156,"Spectral Match to Propanoic acid, 3,3'-thiobis-, didodecyl ester from NIST14",correct,correct,Dicarboxylic acids and derivatives,Dicarboxylic acids and derivatives,subclass,89c9d8b0a49d467390b70dd337bc7015,
dataset4,51,1015,"Spectral Match to Propanoic acid, 3,3'-thiobis-, didodecyl ester from NIST14",correct,correct,Organic acids and derivatives;Carboxylic acids and derivatives;Dicarboxylic acids and derivatives,Organic acids and derivatives,subclass,a94feb20e4214375bf89dfbe2b28fbd4,
dataset4,1674,1168,"Spectral Match to Retinal, 9-cis- from NIST14",correct,correct,Lipids and lipid-like molecules;Prenol lipids;Retinoids,Lipids and lipid-like molecules,subclass,a94feb20e4214375bf89dfbe2b28fbd4,
dataset2,8243,861,Spectral Match to S-Nitroso-L-glutathione from NIST14,correct,correct,"Amino acids, peptides, and analogues","Amino acids, peptides, and analogues",subclass,89c9d8b0a49d467390b70dd337bc7015,
dataset1,9368,88,Spectral Match to Tauroursodeoxycholic acid from NIST14,correct,correct,"Bile acids, alcohols and derivatives","Bile acids, alcohols and derivatives",subclass,16616afa8edd490ea7e50cc316a20222,
dataset1,9368,298,Spectral Match to Tauroursodeoxycholic acid from NIST14,correct,NA,"Bile acids, alcohols and derivatives",NA,subclass,16616afa8edd490ea7e50cc316a20222,
dataset1,7324,-1,Spectral Match to Tetrabutylammonium from NIST14,correct,NA,Quaternary ammonium salts,NA,NA,16616afa8edd490ea7e50cc316a20222,
dataset2,2777,-1,Spectral Match to Tetrabutylammonium from NIST14,correct,NA,Quaternary ammonium salts,NA,NA,89c9d8b0a49d467390b70dd337bc7015,
dataset2,3636,-1,Spectral Match to Theobromine from NIST14,correct,NA,Purines and purine derivatives,NA,NA,89c9d8b0a49d467390b70dd337bc7015,
dataset2,282,114,Spectral Match to Tributyl phosphate from NIST14,correct,NA,Phosphate esters,NA,subclass,89c9d8b0a49d467390b70dd337bc7015,
dataset4,30239,-1,Spectral Match to Tributyl phosphate from NIST14,correct,correct,Organic acids and derivatives;Organic phosphoric acids and derivatives;Phosphate esters,Lipids and lipid-like molecules,NA,a94feb20e4214375bf89dfbe2b28fbd4,
dataset2,2996,467,Spectral Match to Trioctylmethylammonium cation from NIST14,correct,NA,Quaternary ammonium salts,NA,subclass,89c9d8b0a49d467390b70dd337bc7015,
dataset2,5995,467,Spectral Match to Trioctylmethylammonium cation from NIST14,correct,NA,Quaternary ammonium salts,NA,subclass,89c9d8b0a49d467390b70dd337bc7015,
dataset1,88,3555,Spectral Match to Tris(2-butoxyethyl) phosphate from NIST14,correct,correct,Phosphate esters,Phosphate esters,subclass,16616afa8edd490ea7e50cc316a20222,
dataset1,19447,3555,Spectral Match to Tris(2-butoxyethyl) phosphate from NIST14,correct,correct,Phosphate esters,Phosphate esters,subclass,16616afa8edd490ea7e50cc316a20222,
dataset1,88,1647,Spectral Match to Tris(2-butoxyethyl) phosphate from NIST14,correct,NA,Phosphate esters,NA,subclass,16616afa8edd490ea7e50cc316a20222,
dataset1,19447,1647,Spectral Match to Tris(2-butoxyethyl) phosphate from NIST14,correct,NA,Phosphate esters,NA,subclass,16616afa8edd490ea7e50cc316a20222,
dataset4,236,-1,Spectral Match to Tris(2-butoxyethyl) phosphate from NIST14,correct,correct,Organic acids and derivatives;Organic phosphoric acids and derivatives;Phosphate esters,Lipids and lipid-like molecules,NA,a94feb20e4214375bf89dfbe2b28fbd4,
dataset2,821,881,Spectral Match to Undecaethylene glycol from NIST14,correct,correct,Ethers,Ethers,subclass,89c9d8b0a49d467390b70dd337bc7015,
dataset1,3724,1909,Spectral Match to Urobilin from NIST14,correct,correct,Bilirubins,Bilirubins,subclass,16616afa8edd490ea7e50cc316a20222,
dataset1,3724,3038,Spectral Match to Urobilin from NIST14,correct,NA,Bilirubins,NA,subclass,16616afa8edd490ea7e50cc316a20222,
dataset2,3749,100,Spectral Match to Valerylcarnitine from NIST14,correct,correct,Fatty acid esters,Lipids and lipid-like molecules,subclass,89c9d8b0a49d467390b70dd337bc7015,
dataset1,17286,-1,Stearamide,incorrect,NA,Carboximidic acids,NA,NA,16616afa8edd490ea7e50cc316a20222,
dataset1,8861,5490,Stearidonic acid methyl ester,correct,correct,Lineolic acids and derivatives,Lipids and lipid-like molecules,subclass,16616afa8edd490ea7e50cc316a20222,
dataset1,8923,5490,Stearidonic acid methyl ester,correct,correct,Lineolic acids and derivatives,Lipids and lipid-like molecules,subclass,16616afa8edd490ea7e50cc316a20222,
dataset1,11275,5490,Stearidonic acid methyl ester,correct,correct,Lineolic acids and derivatives,Lipids and lipid-like molecules,subclass,16616afa8edd490ea7e50cc316a20222,
dataset1,8861,42,Stearidonic acid methyl ester,correct,NA,Lineolic acids and derivatives,NA,subclass,16616afa8edd490ea7e50cc316a20222,
dataset1,8923,42,Stearidonic acid methyl ester,correct,NA,Lineolic acids and derivatives,NA,subclass,16616afa8edd490ea7e50cc316a20222,
dataset1,11275,42,Stearidonic acid methyl ester,correct,NA,Lineolic acids and derivatives,NA,subclass,16616afa8edd490ea7e50cc316a20222,
dataset1,2563,393,Steviol,correct,correct,Lipids and lipid-like molecules,Lipids and lipid-like molecules,superclass,16616afa8edd490ea7e50cc316a20222,
dataset1,8418,393,Steviol,correct,correct,Lipids and lipid-like molecules,Lipids and lipid-like molecules,superclass,16616afa8edd490ea7e50cc316a20222,
dataset1,8475,393,Steviol,correct,correct,Lipids and lipid-like molecules,Lipids and lipid-like molecules,superclass,16616afa8edd490ea7e50cc316a20222,
dataset1,9749,393,Steviol,correct,correct,Lipids and lipid-like molecules,Lipids and lipid-like molecules,superclass,16616afa8edd490ea7e50cc316a20222,
dataset1,11878,-1,Steviol,correct,NA,Diterpenoids,NA,NA,16616afa8edd490ea7e50cc316a20222,
dataset1,14228,393,Steviol,correct,correct,Lipids and lipid-like molecules,Lipids and lipid-like molecules,superclass,16616afa8edd490ea7e50cc316a20222,
dataset1,14230,393,Steviol,correct,correct,Lipids and lipid-like molecules,Lipids and lipid-like molecules,superclass,16616afa8edd490ea7e50cc316a20222,
dataset1,16204,393,Steviol,correct,correct,Lipids and lipid-like molecules,Lipids and lipid-like molecules,superclass,16616afa8edd490ea7e50cc316a20222,
dataset1,2563,599,Steviol,correct,NA,Lipids and lipid-like molecules,NA,superclass,16616afa8edd490ea7e50cc316a20222,
dataset1,8418,442,Steviol,correct,NA,Prenol lipids,NA,class,16616afa8edd490ea7e50cc316a20222,
dataset1,8475,442,Steviol,correct,NA,Prenol lipids,NA,class,16616afa8edd490ea7e50cc316a20222,
dataset1,9749,1504,Steviol,correct,NA,Diterpenoids,NA,subclass,16616afa8edd490ea7e50cc316a20222,
dataset1,14228,1504,Steviol,correct,NA,Diterpenoids,NA,subclass,16616afa8edd490ea7e50cc316a20222,
dataset1,14230,1504,Steviol,correct,NA,Diterpenoids,NA,subclass,16616afa8edd490ea7e50cc316a20222,
dataset1,16204,2132,Steviol,correct,NA,Steroids and steroid derivatives,NA,class,16616afa8edd490ea7e50cc316a20222,
dataset1,3619,513,taurohyocholic acid,correct,correct,"Bile acids, alcohols and derivatives",Steroids and steroid derivatives,subclass,16616afa8edd490ea7e50cc316a20222,
dataset1,3619,3848,taurohyocholic acid,correct,NA,"Bile acids, alcohols and derivatives",NA,subclass,16616afa8edd490ea7e50cc316a20222,
dataset2,4484,1185,taurohyodeoxycholic acid,correct,correct,"Bile acids, alcohols and derivatives",Steroids and steroid derivatives,subclass,89c9d8b0a49d467390b70dd337bc7015,
dataset1,9336,88,tauroursodeoxycholic acid,correct,correct,"Bile acids, alcohols and derivatives","Bile acids, alcohols and derivatives",subclass,16616afa8edd490ea7e50cc316a20222,
dataset1,9336,298,tauroursodeoxycholic acid,correct,NA,"Bile acids, alcohols and derivatives",NA,subclass,16616afa8edd490ea7e50cc316a20222,
dataset2,5161,1185,Tauroursodeoxycholic acid,correct,correct,"Bile acids, alcohols and derivatives",Steroids and steroid derivatives,subclass,89c9d8b0a49d467390b70dd337bc7015,
dataset1,13473,-1,tert-Butyl 4-(1H-indol-4-yl)piperazine-1-carboxylate,correct,NA,Piperazines,NA,NA,16616afa8edd490ea7e50cc316a20222,
dataset1,5302,6637,Tetradecanedioic acid,correct,correct,Fatty acids and conjugates,Lipids and lipid-like molecules,subclass,16616afa8edd490ea7e50cc316a20222,
dataset1,5542,6637,Tetradecanedioic acid,correct,correct,Fatty acids and conjugates,Lipids and lipid-like molecules,subclass,16616afa8edd490ea7e50cc316a20222,
dataset1,10587,-1,Tetradecanedioic acid,correct,NA,Fatty acids and conjugates,NA,NA,16616afa8edd490ea7e50cc316a20222,
dataset1,17174,6637,Tetradecanedioic acid,correct,correct,Fatty acids and conjugates,Lipids and lipid-like molecules,subclass,16616afa8edd490ea7e50cc316a20222,
dataset1,5302,237,Tetradecanedioic acid,correct,NA,Fatty acids and conjugates,NA,subclass,16616afa8edd490ea7e50cc316a20222,
dataset1,5542,237,Tetradecanedioic acid,correct,NA,Fatty acids and conjugates,NA,subclass,16616afa8edd490ea7e50cc316a20222,
dataset1,17174,237,Tetradecanedioic acid,correct,NA,Fatty acids and conjugates,NA,subclass,16616afa8edd490ea7e50cc316a20222,
dataset1,147,245,Tetraethylene glycol,correct,correct,Ethers,Organooxygen compounds,subclass,16616afa8edd490ea7e50cc316a20222,
dataset1,18794,245,Tetraethylene glycol,correct,correct,Ethers,Organooxygen compounds,subclass,16616afa8edd490ea7e50cc316a20222,
dataset1,147,-1,Tetraethylene glycol,correct,correct,Ethers,NA,NA,16616afa8edd490ea7e50cc316a20222,
dataset1,18794,-1,Tetraethylene glycol,correct,correct,Ethers,NA,NA,16616afa8edd490ea7e50cc316a20222,
dataset2,80,370,Tetraethylene glycol,correct,correct,Ethers,Ethers,subclass,89c9d8b0a49d467390b70dd337bc7015,
dataset2,1237,370,Tetraethylene glycol,correct,correct,Ethers,Ethers,subclass,89c9d8b0a49d467390b70dd337bc7015,
dataset2,6813,370,Tetraethylene glycol,correct,correct,Ethers,Ethers,subclass,89c9d8b0a49d467390b70dd337bc7015,
dataset1,642,2282,Tetraethylene glycol monomethyl ether,correct,correct,Ethers,Ethers,subclass,16616afa8edd490ea7e50cc316a20222,
dataset1,642,4332,Tetraethylene glycol monomethyl ether,correct,NA,Ethers,NA,subclass,16616afa8edd490ea7e50cc316a20222,
dataset1,3226,1858,Tetrahydrocortisol 21-acetate,correct,,Pregnane steroids,Diterpenoids,subclass,16616afa8edd490ea7e50cc316a20222,
dataset1,4278,1858,Tetrahydrocortisol 21-acetate,correct,,Pregnane steroids,Diterpenoids,subclass,16616afa8edd490ea7e50cc316a20222,
dataset1,5877,1858,Tetrahydrocortisol 21-acetate,correct,,Pregnane steroids,Diterpenoids,subclass,16616afa8edd490ea7e50cc316a20222,
dataset1,6755,-1,Tetrahydrocortisol 21-acetate,correct,NA,Pregnane steroids,NA,NA,16616afa8edd490ea7e50cc316a20222,
dataset1,19562,1858,Tetrahydrocortisol 21-acetate,correct,,Pregnane steroids,Diterpenoids,subclass,16616afa8edd490ea7e50cc316a20222,
dataset1,3226,694,Tetrahydrocortisol 21-acetate,correct,NA,Pregnane steroids,NA,subclass,16616afa8edd490ea7e50cc316a20222,
dataset1,4278,694,Tetrahydrocortisol 21-acetate,correct,NA,Pregnane steroids,NA,subclass,16616afa8edd490ea7e50cc316a20222,
dataset1,5877,694,Tetrahydrocortisol 21-acetate,correct,NA,Pregnane steroids,NA,subclass,16616afa8edd490ea7e50cc316a20222,
